descriere;tulburare;;;
Evit relațiile și situațiile sociale din cauza unei frici intense de respingere sau de a nu fi la înălțime.;Tulburarea de personalitate evitantă (TPE);;;
Trăiesc simptome fizice multiple și recurente, dar examinările medicale nu reușesc să găsească o cauză pentru acestea.;Tulburarea de somatizare;;;
Sunt profund suspicios și neîncrezător în intențiile altora, ceea ce mă izolează și mă face să interpret greșit gesturile neutre ca fiind ostile.;Tulburarea de personalitate paranoidă (TPP);;;
Cumpăr constant lucruri de care nu am nevoie și nu îmi pot permite, simțind un impuls irezistibil care îmi aduce doar vinovăție și probleme financiare.;Tulburarea de comerț compulsiv (TCC);;;
Îmi doreșc atenția tuturor, în orice moment, și mă comport excesiv de dramatic și emoțional pentru a o obține.;Tulburarea de personalitate histrionică (TPH);;;
 În urma unui eveniment extrem de stresant, mă confrunt cu anxietate intensă, coșmaruri și flashbacks, care mă fac să mă simt ca și cum aș trăi evenimentul din nou.;Tulburarea de stres acut (TSA);;;
Pare că sunt prins într-o ceață de tristețe ce nu se risipește niciodată, pierzându-mi interesul pentru lucrurile care odinioară îmi aduceau bucurie și simțindu-mă constant epuizat, fără niciun strop de energie.;Depresia;;;
Frica de a fi evaluat sau respins în situații sociale mă paralizează, făcându-mă să evit interacțiunile cu alții și să trăiesc într-o izolare dureroasă.;Anxietatea socială;;;
Sunt captiv într-un ciclu infinit de gânduri nedorite și comportamente repetate, încercând disperat să scap de anxietatea copleșitoare ce mă înconjoară.;Tulburarea obsesiv-compulsivă (TOC);;;
Trăiesc într-o lume unde gândurile mele sunt dezordonate, aud voci care nu sunt reale și mă lupt cu o incapacitate profundă de a mă integra social.;Schizofrenia;;;
Trăiesc pe un carusel emoțional, balansând între înălțimi euforice de manie și adâncuri deznădăjduite de depresie, fără niciun control asupra traseului meu.;Tulburarea bipolara;;;
 Emoțiile mele sunt ca un ocean furtunos, relațiile mele sunt pline de furtuni, și sunt terorizat de ideea de a fi lăsat în urmă.;Tulburarea de personalitate borderline (TPB);;;
Sunt prins într-un ciclu vicios de a mânca excesiv pentru a umple un gol interior, urmat de sentimente intense de vinovăție și rușine.;Tulburarea de alimentație compulsivă (TAC);;;
Sunt prizonierul propriilor amintiri traumatice, revivindu-le constant și evitând orice lucru care mi-ar putea aminti de trecutul dureros.;Tulburarea de stres post-traumatic (TSPT);;;
Sunt copleșit de valuri neașteptate de teroare intensă, însoțite de simptome fizice alarmante, lăsându-mă să mă simt vulnerabil și neajutorat.;Tulburarea de panică;;;
Mintea mea e ca un televizor cu sute de canale schimbându-se rapid, fără a putea să mă opresc asupra unuia, făcându-mi viața haotică și neorganizată.;Tulburarea de deficit de atenție și hiperactivitate (TDAH);;;
Trăiesc fără a simți remușcări sau empatie, adesea încălcând normele și drepturile altora, fără a considera consecințele.;Tulburarea de personalitate antisocială (TPA);;;
Orice interacțiune socială este o provocare uriașă, înfruntând o teamă debilitantă de a fi judecat sau respins de alții.;Fobia socială;;;
Noaptea, corpul meu se ridică și navighează prin lume fără conștiența mea, lăsându-mă să mă trezesc în locuri neașteptate.;Tulburarea de somnambulism;;;
Trăiesc sub o umbră constantă de îngrijorare și frică, despre lucruri mari și mici, care îmi consumă energia și liniștea.;Tulburarea de anxietate generalizată (TAG);;;
Sunt prins într-un ciclu de a căuta admirație și a domina pe alții, simțindu-mă superior, dar în același timp, vulnerabil la cea mai mică critică.;Tulburarea de personalitate narcisistă (TPN);;;
Sunt înlănțuit de o teamă irațională și paralizantă față de obiecte sau situații specifice, limitându-mi libertatea și bucuria de a trăi.;Fobia specifică;;;
Corpul meu exprimă stresul și anxietatea prin simptome fizice severe și inexplicabile, cum ar fi paralizia sau pierderea simțurilor, fără o cauză medicală.;Tulburarea de conversie;;;
Sunt dependent de alții pentru a mă simți în siguranță și îngrijit, temându-mă profund de singurătate și abandon.;Tulburarea de personalitate dependenta (TPD);;;
Sunt prins într-o cursă fără sfârșit de a urmări câștigul mare, pierzând mai mult decât bani - timp, relații și respectul de sine.;Tulburarea de jocuri de noroc;;;
Trăiesc într-o lume proprie, departe de alții, preferând singurătatea și simțind puțin sau deloc nevoia de relații sociale.;Tulburarea de personalitate schizoidă (TPS);;;
Furia mea explodează în moduri distructive și neașteptate, distrugând relații și punându-mi în pericol binele.;Tulburarea de control a furiei;;;
Frica de respingere și de a nu fi suficient de bun mă ține departe de alții, trăind într-o izolare auto-impusă.;Tulburarea de personalitate evitantă (TPE);;;
Trăiesc cu dureri și simptome fizice multiple, care mă duc de la un doctor la altul, fără a găsi vreodată o explicație sau alinare.;Tulburarea de somatizare;;;
Sunt prins într-o rețea de suspiciuni și neîncredere, văzând amenințări și dușmani peste tot, chiar și unde nu există.;Tulburarea de personalitate paranoidă (TPP);;;
Cumpăr compulsiv, încercând să umplu un gol interior, dar fiecare achiziție aduce doar mai multă vinovăție și probleme.;Tulburarea de comerț compulsiv (TCC);;;
Sunt mereu în căutarea reflectoarelor, având nevoie disperată de atenție și validare de la alții, dar adesea simțindu-mă gol pe dinăuntru.;Tulburarea de personalitate histrionică (TPH);;;
În urma unui eveniment extrem de traumatizant, simt că mă sufoc sub greutatea anxietății, coșmarurilor și flashbacks-urilor, incapabil să mă întorc la normal;Tulburarea de stres acut (TSA);;;
E ca și cum aș fi prins într-o ceață de bad vibes non-stop, nimic nu mai pare fun, și sunt mereu pe low battery, fără energie.;Depresia;;;
Pur și simplu, ideea de a fi în jurul oamenilor și posibilitatea să fiu judecat mă face să vreau să dispar. Skip la orice plan social.;Anxietatea socială;;;
 E ca și cum mintea mea e pe repeat cu gânduri și acțiuni pe care nu le pot stopa, chiar dacă știu că sunt over the top.;Tulburarea obsesiv-compulsivă (TOC);;;
 E ca și cum realitatea mea e un mixtape defect, cu gânduri și voci care nu se potrivesc, și mă simt total out of place.;Schizofrenia;;;
Mood-ul meu e ca un rollercoaster fără frâne, de la super sus la mega jos, fără niciun heads-up.;Tulburarea bipolara;;;
E ca și cum emoțiile mele sunt setate pe extreme, relațiile sunt super intense, și frica de a fi ghosted e reală.;Tulburarea de personalitate borderline (TPB);;;
E ca și cum nu pot să mă opresc din mâncat, chiar dacă sunt full, și apoi vine guilt trip-ul.;Tulburarea de alimentație compulsivă (TAC);;;
E ca și cum mintea mea e un film de groază pe repeat cu scene din trecutul meu, și fac tot posibilul să dau skip.;Tulburarea de stres post-traumatic (TSPT);;;
E ca și cum corpul meu apasă pe panic button din senin, cu anxiety la max și simptome fizice care sunt total freaky.;Tulburarea de panică;;;
E ca și cum brain-ul meu are prea multe tab-uri deschise, și niciunul nu se încarcă cum trebuie, plus că nu pot sta chill.;Tulburarea de deficit de atenție și hiperactivitate (TDAH);;;
 E ca și cum regulile societății nu se aplică mie, și honestly, nu prea mă interesează cum se simt ceilalți.;Tulburarea de personalitate antisocială (TPA);;;
E ca și cum orice interacțiune socială e un boss fight pe care nu sunt pregătit să-l înfrunt, așa că mai bine dau forfeit.;Fobia socială;;;
E ca și cum corpul meu decide să facă un night tour fără să îmi dea memo-ul, și mă trezesc în locuri random.;Tulburarea de somnambulism;;;
E ca și cum sunt pe permanent worry mode, despre absolut orice, ceea ce e super exhausting.;Tulburarea de anxietate generalizată (TAG);;;
E ca și cum sunt într-un constant flex mode, dar deep down, sunt super sensibil la ce cred alții.;Tulburarea de personalitate narcisistă (TPN);;;
E ca și cum anumite chestii sau situații apasă pe panic button-ul meu super specific, așa că le evit ca pe plague.;Fobia specifică;;;
E ca și cum corpul meu face un rage quit și se manifestă prin simptome fizice random, fără niciun motiv medical.;Tulburarea de conversie;;;
E ca și cum am un clingy mode activat non-stop, având mega nevoie să fiu într-o relație, chiar dacă e toxică.;Tulburarea de personalitate dependenta (TPD);;;
E ca și cum sunt într-un endless game de a paria, și chiar dacă pierd, nu pot să apăs pe quit.;Tulburarea de jocuri de noroc;;;
E ca și cum prefer să fiu în my own bubble, far from the drama, și relațiile sociale sunt just not my thing.;Tulburarea de personalitate schizoidă (TPS);;;
 E ca și cum am un inner Hulk care iese la suprafață random, și apoi e chaos mode on.;Tulburarea de control a furiei;;;
E ca și cum am un force field care mă ține away de orice social interaction, pentru că fear of rejection e too real.;Tulburarea de personalitate evitantă (TPE);;;
E ca și cum corpul meu decide să comunice exclusively prin simptome fizice, chiar dacă doctors zic că sunt ok.;Tulburarea de somatizare;;;
E ca și cum am un conspiracy theory personal că toată lumea e out to get me, so trust is a no-go.;Tulburarea de personalitate paranoidă (TPP);;;
E ca și cum shopping-ul e my therapy, dar apoi vin buyer's remorse și money problems.;Tulburarea de comerț compulsiv (TCC);;;
E ca și cum sunt pe permanent show-off mode, având nevoie de toată atenția, chiar dacă sometimes e too much.;Tulburarea de personalitate histrionică (TPH);;;
E ca și cum am un PTSD mini version după un event major no bueno, și simt că sunt stuck într-un bad trip.;Tulburarea de stres acut (TSA);;;
E ca și cum aș fi mereu down, nimic nu mai are farmec, și parcă n-am baterie pentru nimic, mereu pe low.;Depresia;;;
Ideea de a fi în mijlocul oamenilor și posibilitatea de a fi judecat mă face să vreau să dispar. Prefer să dau un cancel la orice ieșire.;Anxietatea socială;;;
Mintea mea e pe loop cu gânduri și faze pe care nu le pot opri, chiar dacă știu că sunt exagerate.;Tulburarea obsesiv-compulsivă (TOC);;;
Trăiesc într-un fel de realitate alternativă, cu gânduri încurcate și voci care nu sunt reale, simțindu-mă complet pe dinafară.;Schizofrenia;;;
Stările mele emoționale sunt un montagne russe, de la super euforic la super deprimat, fără vreun semnal înainte.;Tulburarea bipolara;;;
Emoțiile mele sunt la extrem, relațiile sunt un rollercoaster, și frica de a fi lăsat în urmă e constantă.;Tulburarea de personalitate borderline (TPB);;;
E ca și cum n-aș putea să mă opresc din mâncat, chiar dacă sunt plin, urmat de un mega guilt trip.;Tulburarea de alimentație compulsivă (TAC);;;
Mintea mea e ca un film de groază pe repeat, cu scene din trecut, și încerc să evit orice lucru care îmi aduce aminte de asta.;Tulburarea de stres post-traumatic (TSPT);;;
 Corpul meu apasă butonul de panică fără avertisment, cu o anxietate maximă și simptome fizice care sunt super intense.;Tulburarea de panică;;;
Mintea mea e ca un browser cu 100 de tab-uri deschise, dificil de urmărit o singură idee, plus că stau pe fast-forward.;Tulburarea de deficit de atenție și hiperactivitate (TDAH);;;
Regulile sociale nu se aplică pentru mine, și sincer, nu prea mă interesează cum se simt ceilalți din cauza acțiunilor mele.;Tulburarea de personalitate antisocială (TPA);;;
 Orice situație socială e o provocare majoră, simțind o teamă enormă de a fi judecat sau respins.;Fobia socială;;;
E ca și cum corpul meu decide să plece în aventuri nocturne fără să îmi dea de veste, trezindu-mă în locuri ciudate.;Tulburarea de somnambulism;;;
Sunt mereu pe modul de îngrijorare, pentru orice și oricând, ceea ce e mega epuizant.;Tulburarea de anxietate generalizată (TAG);;;
Totul e despre cum pot să ies în evidență, dar în realitate, sunt super afectat de orice critică.;Tulburarea de personalitate narcisistă (TPN);;;
 Anumite lucruri sau situații declanșează un buton de panică super specific în mine, așa că le evit cu orice preț.;Fobia specifică;;;
Corpul meu decide să exprime stresul prin simptome fizice ciudate, fără nicio bază medicală.;Tulburarea de conversie;;;
Am un modul clingy activat non-stop, având nevoie constantă de a fi într-o relație, chiar dacă e toxică.;Tulburarea de personalitate dependenta (TPD);;;
E ca și cum aș fi blocat într-un joc fără sfârșit de pariuri, chiar dacă pierd tot, nu pot să mă opresc.;Tulburarea de jocuri de noroc;;;
"Prefer să fiu în lumea mea, departe de drama socială, și relațiile cu alții sunt pe lista de ""nu mă interesează"".";Tulburarea de personalitate schizoidă (TPS);;;
E ca și cum aș avea un buton de furie care se activează random, ducând la haos și probleme.;Tulburarea de control a furiei;;;
Teamă de respingere și de a nu fi suficient mă ține departe de situațiile sociale, prefer să stau în zona mea de confort.;Tulburarea de personalitate evitantă (TPE);;;
Trăiesc cu o serie de simptome fizice fără nicio explicație medicală, ca și cum corpul meu ar vorbi în locul emoțiilor mele.;Tulburarea de somatizare;;;
E ca și cum aș avea propriul meu scenariu de film thriller, unde toată lumea e suspectă, și încrederea e rară.;Tulburarea de personalitate paranoidă (TPP);;;
Shopping-ul e terapia mea, dar apoi vine regretul cumpărătorului și problemele financiare.;Tulburarea de comerț compulsiv (TCC);;;
Sunt mereu pe modul de a fi în centrul atenției, având nevoie disperată de validare, chiar dacă uneori e too much.;Tulburarea de personalitate histrionică (TPH);;;
După un event major stresant, mă simt ca și cum aș fi blocat într-un moment negativ, cu anxietate, coșmaruri, și replay-uri constante în minte.;Tulburarea de stres acut (TSA);;;
Parcă sunt mereu într-o stare de apăsare, nimic nu mă mai atrage, și simt că nu am energie pentru absolut nimic, ca și cum aș fi tot timpul descărcat.;Depresia;;;
Gândul de a fi înconjurat de oameni și teama că voi fi judecat mă fac să vreau să dispar. Prefer să anulez orice planuri de ieșire.;Anxietatea socială;;;
Mintea mea e blocată pe repeat cu gânduri și scenarii pe care nu le pot controla, chiar dacă știu că sunt iraționale.;Tulburarea obsesiv-compulsivă (TOC);;;
Trăiesc într-o lume paralelă, cu gânduri încâlcite și voci imaginare, simțindu-mă complet deconectat de realitate.;Schizofrenia;;;
 Emoțiile mele sunt un rollercoaster, de la euforie extremă la depresie profundă, fără niciun avertisment.;Tulburarea bipolara;;;
Trăiesc emoții intense, relațiile mele sunt un carusel, și sunt măcinat de teama constantă de abandon.;Tulburarea de personalitate borderline (TPB);;;
Se pare că nu pot să mă opresc din mâncat, chiar și atunci când sunt sătul, urmat de un sentiment intens de vinovăție.;Tulburarea de alimentație compulsivă (TAC);;;
Mintea mea redă în loop scene traumatizante din trecut, încercând să evit orice lucru care mi le aduce aminte.;Tulburarea de stres post-traumatic (TSPT);;;
Corpul meu declanșează alarma de panică fără niciun preaviz, cu un nivel de anxietate maxim și simptome fizice intense.;Tulburarea de panică;;;
Gândurile mele sunt ca un browser cu zeci de tab-uri deschise, greu de concentrat pe o singură idee, și simt că sunt mereu pe repede înainte.;Tulburarea de deficit de atenție și hiperactivitate (TDAH);;;
Regulile sociale nu par să se aplice pentru mine, și, sincer, nu mă prea interesează cum se simt ceilalți din pricina acțiunilor mele.;Tulburarea de personalitate antisocială (TPA);;;
Oricare situație socială este o provocare uriașă, cu o teamă imensă de a fi judecat sau respins.;Fobia socială;;;
Se pare că corpul meu se avântă în aventuri nocturne fără să mă anunțe, trezindu-mă în locuri neașteptate.;Tulburarea de somnambulism;;;
Sunt tot timpul în modul de îngrijorare, pentru orice și oricând, ceea ce este extrem de obositor.;Tulburarea de anxietate generalizată (TAG);;;
Totul se învârte în jurul modului în care pot ieși în evidență, dar, în realitate, sunt profund afectat de orice formă de critică.;Tulburarea de personalitate narcisistă (TPN);;;
Anumite lucruri sau situații declanșează un buton de panică extrem de specific în mine, așa că fac tot posibilul să le evit.;Fobia specifică;;;
Corpul meu alege să exprime stresul prin simptome fizice bizare, fără o cauză medicală evidentă.;Tulburarea de conversie;;;
Tind să mă atașez excesiv, având o nevoie constantă de a fi într-o relație, chiar dacă aceasta este toxică.;Tulburarea de personalitate dependenta (TPD);;;
E ca și cum aș fi captiv într-un ciclu nesfârșit de pariuri, incapabil să mă opresc chiar și când pierd tot.;Tulburarea de jocuri de noroc;;;
Prefer să mă retrag în lumea mea, departe de drama socială, având puțin interes pentru relațiile cu alții.;Tulburarea de personalitate schizoidă (TPS);;;
Se pare că am un buton de furie care se activează la întâmplare, generând haos și probleme.;Tulburarea de control a furiei;;;
Frica de respingere și de a nu fi suficient de bun mă ține departe de situațiile sociale, prefer să stau în zona mea de confort.;Tulburarea de personalitate evitantă (TPE);;;
Trăiesc cu o varietate de simptome fizice fără o explicație medicală clară, ca și cum corpul meu vorbește în locul emoțiilor mele.;Tulburarea de somatizare;;;
E ca și cum aș trăi în propriul scenariu de thriller, unde toată lumea este suspectă, și încrederea este o raritate.;Tulburarea de personalitate paranoidă (TPP);;;
Cumpărăturile sunt terapia mea, dar apoi vine regretul și problemele financiare.;Tulburarea de comerț compulsiv (TCC);;;
Sunt mereu în căutarea atenției, având o nevoie disperată de validare, chiar dacă uneori este prea mult.;Tulburarea de personalitate histrionică (TPH);;;
După un eveniment major stresant, simt că sunt blocat într-un moment negativ, cu anxietate, coșmaruri și gânduri repetitive.;Tulburarea de stres acut (TSA);;;
Experimentez o stare persistentă de tristețe și lipsă de interes pentru activitățile obișnuite, ceea ce duce la o scădere semnificativă a energiei și a motivației.;Depresia;;;
Confruntarea cu situații sociale provoacă o anxietate intensă, datorită temerii de a fi evaluat negativ de către alții, ceea ce adesea conduce la evitarea interacțiunilor sociale.;Anxietatea socială;;;
Prezint gânduri obsesive și comportamente compulsive recurente, care sunt recunoscute ca iraționale, dar simțite ca imposibil de ignorat sau controlat.;Tulburarea obsesiv-compulsivă (TOC);;;
Experiențele mele includ simptome psihotice, cum ar fi halucinații auditive și deliruri, care afectează semnificativ percepția realității.;Schizofrenia;;;
Stările mele de dispoziție fluctuează între episoade de manie, caracterizate prin euforie sau iritabilitate extremă, și episoade de depresie profundă.;Tulburarea bipolara;;;
Experiența mea implică instabilitate emoțională semnificativă, relații interpersonale tumultuoase și o frică intensă de abandon.;Tulburarea de personalitate borderline (TPB);;;
Îmi este dificil să opresc consumul de alimente chiar și după atingerea sațietății, urmat de sentimente intense de vinovăție și rușine.;Tulburarea de alimentație compulsivă (TAC);;;
Revivesc în mod repetat traume anterioare prin flashback-uri și coșmaruri, ceea ce conduce la evitarea stimulilor asociați cu trauma.;Tulburarea de stres post-traumatic (TSPT);;;
Episoadele de panică apar brusc și fără un declanșator evident, însoțite de simptome fizice acute, cum ar fi palpitații, transpirații și senzația de sufocare.;Tulburarea de panică;;;
Întâmpin dificultăți în menținerea atenției și controlul impulsurilor, ceea ce afectează capacitatea de a finaliza sarcinile și de a gestiona comportamentele hiperactive.;Tulburarea de deficit de atenție și hiperactivitate (TDAH);;;
Demonstrez un model persistent de ignorare și încălcare a drepturilor celorlalți, fără remușcări pentru acțiunile mele.;Tulburarea de personalitate antisocială (TPA);;;
Simt o frică intensă și persistentă față de situațiile sociale sau performanțele în fața altora, datorită temerii de judecată sau umilire.;Fobia socială;;;
Engajez în comportamente complexe în timpul somnului, cum ar fi mersul în timpul nopții, fără conștientizare sau amintire a acestor episoade.;Tulburarea de somnambulism;;;
Experiența mea este caracterizată de o îngrijorare excesivă și persistentă pentru diverse aspecte ale vieții cotidiene, adesea fără un motiv clar.;Tulburarea de anxietate generalizată (TAG);;;
Manifest o nevoie excesivă de admirație și lipsă de empatie față de nevoile altora, împreună cu o autoevaluare inflaționată.;Tulburarea de personalitate narcisistă (TPN);;;
Am o frică intensă și irațională față de obiecte sau situații specifice, ceea ce conduce la evitarea activă a acestora.;Fobia specifică;;;
Simptomele mele fizice, cum ar fi paralizia sau tulburările de mișcare, nu pot fi explicate prin condiții medicale, sugerând o origine psihologică.;Tulburarea de conversie;;;
